admin2Pcode;admin2_name;admin1Pcode;admin1_name;admin0Pcode;admin0_name;number_of_named_languages;main_language;main_language_share;Aguna;Aja;Akan;Anii;Arabic;Ayizo Gbe;Baatonum;Bambara;Biali;Boko;Boo;Borgu Fulfulde;Bozo;Contimba;Defi Gbe;Dendi;Ditammari;Dyula;Ede Cabe;Ede Idaca;Ede Ije;English;Ewe;Fon;French;Gagamba;Gando;Gen;Gorgal Fulfulde;Gourmanchéma;Gun;Hausa;Ifè;Igbo;Kabiye;Kotafon Gbe;Kotokoli;Lekpa;Lingala;Maxi Gbe;Mbelime;Mioybe;Mobaa;Mokole;Mossi;Nateni;Northern Nago;Partago;Saxwe Gbe;Senufo;Seto Gbe;Songhay;Soninke;Southern Nago;Taneka;Tem;Tofin Gbe;Toli Gbe;Waama;Waci Gbe;Weme Gbe;Western Xwla Gbe;Wolof;Xwela Gbe;Yoabu;Yom;Yoruba;Zarma;Other;pop_total;pop_male;pop_female;literacy_all;literacy_male;literacy_female;language_data_yn;data_confidence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ0602;Djakotome;BJ06;Couffo;BJ;Benin;6;Aja;0;989;0;0;989;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;136;9;63;66;73;24;0;529;0;669;0;413;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ0603;Dogbo;BJ06;Couffo;BJ;Benin;16;Aja;0;938;0;0;938;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;5;0;1;0;0;1;0;2;0;0;0;0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;2;102;11;49;1;53;1;0;636;0;775;0;512;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ0604;Klouekanme;BJ06;Couffo;BJ;Benin;15;Aja;0;837;0;0;837;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;141;0;1;0;0;0;3;0;0;0;3;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;3;128;77;59;13;69;64;0;492;0;63;0;381;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ0605;Lalo;BJ06;Couffo;BJ;Benin;9;Aja;0;667;0;0;667;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;292;0;0;0;0;1;0;0;0;1;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;2;0;0;1;121;41;56;58;64;83;0;446;0;575;0;336;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ0606;Toviklin;BJ06;Couffo;BJ;Benin;4;Aja;0;99;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;87;35;40;49;46;86;0;519;0;651;0;409;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ0701;Bassila;BJ07;Donga;BJ;Benin;27;Borgu Fulfulde;0;231;0;0;8;0;0;18;0;0;0;5;0;0;4;0;0;0;231;0;0;0;6;0;4;0;3;0;0;0;1;0;0;0;1;0;6;0;4;0;0;0;1;0;7;0;3;0;0;2;0;0;0;27;0;0;3;0;96;0;0;0;2;0;0;0;0;0;0;0;32;0;0;0;0;0;0;218;0;0;103;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;1;0;3;131;59;65;13;66;46;0;445;0;528;0;365;Yes;High;;;;;;;;;;;;;;;;
BJ0702;Djougou;BJ07;Donga;BJ;Benin;31;Yom;0;335;0;0;2;0;0;2;0;0;0;24;0;0;0;0;0;13;0;0;0;2;0;229;0;59;0;0;0;1;0;0;0;1;0;1;0;3;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;4;0;0;1;0;154;0;0;1;0;0;2;0;0;0;0;1;0;0;4;0;0;0;0;0;0;5;0;4;0;7;0;0;0;1;0;0;0;0;0;0;1;0;335;0;3;0;3;0;3;270;36;133;82;136;54;0;417;0;492;0;344;Yes;High;;;;;;;;;;;;
BJ0703;Copargo;BJ07;Donga;BJ;Benin;20;Yom;0;652;0;0;1;0;0;0;0;0;2;0;0;0;0;0;79;0;0;0;0;41;0;12;0;0;0;0;0;0;0;1;0;4;0;0;0;0;22;0;0;0;1;0;0;1;0;7;0;0;0;71;0;0;0;0;85;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;5;0;0;0;1;0;1;0;0;0;0;0;0;0;652;0;0;1;0;3;71;4;35;22;36;18;0;256;0;315;0;199;Yes;High;;;;;;;;;;;;;;;;;;;;;;;
BJ0704;Ouake;BJ07;Donga;BJ;Benin;21;Lekpa;0;545;0;0;2;0;0;0;0;0;1;0;0;2;0;0;0;133;0;0;0;215;0;0;0;0;0;2;0;0;0;0;7;0;2;0;0;0;1;0;1;0;0;1;0;0;0;0;67;0;0;0;545;0;0;1;0;0;2;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;2;0;1;0;1;0;2;74;44;37;12;37;32;0;519;0;593;0;447;Yes;High;;;;;;;;;;;;;;;;;;;;;;
BJ0800;Cotonou;BJ08;Littoral;BJ;Benin;43;Fon;0;428;0;0;22;0;0;4;0;1;0;12;0;5;0;1;0;1;0;0;0;4;0;0;0;1;0;18;0;0;1;0;0;5;0;0;7;0;2;0;428;0;56;0;0;0;69;0;2;0;0;154;0;12;0;1;0;8;0;6;0;4;0;3;0;2;0;1;0;7;0;0;0;0;0;0;0;0;0;6;0;1;0;1;0;0;1;0;25;0;0;5;0;14;0;3;0;0;2;0;3;0;32;0;0;8;0;0;1;0;45;0;14;0;7;683;97;328;19;355;78;0;794;0;875;0;721;Yes;High
BJ0901;Athieme;BJ09;Mono;BJ;Benin;12;Kotafon Gbe;0;573;0;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;43;0;1;0;0;3;0;0;0;0;0;573;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;112;0;1;0;0;0;0;0;0;0;0;2;56;98;27;58;29;4;0;67;0;789;0;56;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ0902;Bopa;BJ09;Mono;BJ;Benin;13;Saxwe Gbe;0;852;0;0;5;0;0;0;0;57;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;0;0;0;0;9;0;0;0;3;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;852;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;15;0;0;0;0;0;2;98;9;48;53;50;37;0;503;0;619;0;392;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ0903;Come;BJ09;Mono;BJ;Benin;20;Waci Gbe;0;301;0;0;32;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;51;0;4;0;0;0;102;0;1;0;0;2;0;2;0;0;1;0;0;24;0;0;0;0;1;0;0;0;0;0;0;0;0;0;165;0;0;0;0;0;2;0;0;0;0;0;0;301;0;0;9;0;0;277;0;0;0;0;2;0;2;80;66;38;48;42;18;0;699;0;835;0;577;Yes;High;;;;;;;;;;;;;;;;;;;;;;;
BJ0904;Grand-Popo;BJ09;Mono;BJ;Benin;26;Gen;0;315;0;0;15;0;2;0;0;0;11;0;1;0;0;0;0;0;16;0;0;0;0;2;0;0;0;0;0;0;0;15;0;21;0;9;0;0;0;315;0;1;0;0;5;0;6;0;0;0;3;0;134;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;15;0;0;0;0;0;3;0;0;0;1;0;0;0;178;0;2;0;209;0;0;28;0;0;0;1;0;5;0;1;58;91;29;56;29;35;0;658;0;786;0;531;Yes;High;;;;;;;;;;;;;;;;;
BJ0905;Houeyogbe;BJ09;Mono;BJ;Benin;14;Saxwe Gbe;0;916;0;0;17;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;1;0;0;0;12;0;0;0;1;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;916;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;1;0;3;102;78;49;78;53;0;617;0;728;0;512;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ0906;Lokossa;BJ09;Mono;BJ;Benin;26;Kotafon Gbe;0;547;0;0;203;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;87;0;5;0;0;0;65;0;0;0;12;0;3;0;1;0;0;0;547;0;0;0;0;1;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;1;0;0;1;0;2;0;1;0;0;2;0;1;0;2;0;0;6;0;0;0;3;0;1;0;2;108;39;52;6;55;79;0;692;0;81;0;582;Yes;High;;;;;;;;;;;;;;;;;
BJ1001;Adjarra;BJ10;Oueme;BJ;Benin;14;Gun;0;54;0;0;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;6;0;0;0;6;0;0;0;54;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;13;0;0;0;1;0;225;0;0;0;6;0;0;0;1;0;0;0;79;0;0;5;97;65;47;49;50;16;0;645;0;761;0;54;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1002;Abjohoun;BJ10;Oueme;BJ;Benin;14;Weme Gbe;0;948;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;3;0;0;0;1;0;0;0;22;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0;948;0;1;0;0;0;0;0;3;0;0;2;76;87;36;7;40;17;0;533;0;654;0;425;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1003;Aguegues;BJ10;Oueme;BJ;Benin;6;Gun;0;821;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;0;0;0;821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;169;0;0;0;0;0;0;0;0;1;44;16;21;79;22;37;0;424;0;524;0;327;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1004;Akpro-Misserete;BJ10;Oueme;BJ;Benin;18;Toli Gbe;0;455;0;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;36;0;4;0;0;0;6;0;0;0;425;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;8;0;0;0;0;455;0;0;0;35;0;1;0;0;0;0;0;1;0;0;4;125;36;61;1;64;26;0;583;0;696;0;478;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1005;Avrankou;BJ10;Oueme;BJ;Benin;13;Toli Gbe;0;55;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;1;0;0;0;3;0;0;0;377;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;0;0;0;0;55;0;0;0;9;0;1;0;0;0;0;0;23;0;0;3;128;86;61;98;66;88;0;555;0;681;0;441;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1006;Bonou;BJ10;Oueme;BJ;Benin;15;Weme Gbe;0;899;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;38;0;3;0;0;0;1;0;0;0;19;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;0;0;0;1;0;1;0;0;0;899;0;1;0;0;0;0;0;5;0;0;2;44;5;21;63;22;42;0;554;0;688;0;431;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1007;Dangbo;BJ10;Oueme;BJ;Benin;9;Weme Gbe;0;763;0;0;1;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;1;0;0;0;116;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;0;6;0;0;0;763;0;0;0;0;0;0;0;0;4;95;62;47;23;48;39;0;466;0;57;0;366;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1008;Port-Novo;BJ10;Oueme;BJ;Benin;30;Gun;0;508;0;0;9;0;0;1;0;0;2;0;4;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;2;0;0;2;0;0;86;0;32;0;0;0;14;0;0;0;508;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;17;0;0;0;18;0;0;0;2;0;42;0;0;0;22;0;1;0;0;1;0;0;0;214;0;2;0;7;268;3;128;39;139;64;0;774;0;863;0;694;Yes;High;;;;;;;;;;;;;
BJ1009;Seme-Kpodji;BJ10;Oueme;BJ;Benin;36;Gun;0;386;0;0;12;0;0;2;0;0;4;0;1;0;0;0;0;0;3;0;0;0;41;0;8;0;0;0;0;2;0;0;7;0;3;0;111;0;19;0;0;0;18;0;1;0;1;0;386;0;8;0;0;2;0;3;0;1;0;4;0;1;0;0;2;0;0;0;0;0;0;0;0;0;3;0;1;0;1;0;1;0;0;34;0;0;4;0;7;0;3;0;0;0;3;0;195;0;0;1;0;0;0;45;0;8;0;4;222;77;110;3;112;47;0;723;0;823;0;627;Yes;High;;;;;;;
BJ1101;Adja-Ouere;BJ11;Plateau;BJ;Benin;13;Southern Nago;0;369;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;0;0;0;126;0;0;0;0;1;0;0;0;8;0;0;0;0;0;2;0;0;0;0;19;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;369;0;0;0;0;4;0;0;0;27;0;0;0;0;0;0;9;0;0;4;117;31;56;59;60;72;0;401;0;491;0;317;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1102;Ifangni;BJ11;Plateau;BJ;Benin;24;Gun;0;351;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;1;0;0;15;0;1;0;0;0;4;0;1;0;0;351;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;278;0;0;1;0;0;318;0;0;0;3;0;0;0;1;0;0;0;9;0;1;0;2;110;58;52;62;57;96;0;551;0;681;0;437;Yes;High;;;;;;;;;;;;;;;;;;;
BJ1103;Ketou;BJ11;Plateau;BJ;Benin;16;Southern Nago;0;549;0;0;3;0;0;0;0;0;1;0;0;0;0;0;9;0;0;0;0;0;0;0;0;2;0;212;0;0;0;139;0;1;0;0;0;2;0;0;0;2;0;0;0;0;1;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;549;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;24;0;0;3;159;54;78;14;81;4;0;421;0;511;0;336;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1104;Pobe;BJ11;Plateau;BJ;Benin;17;Southern Nago;0;617;0;0;6;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;253;0;0;0;68;0;2;0;0;0;2;0;0;0;17;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;617;0;0;0;0;6;0;0;0;1;0;0;0;1;0;0;0;15;0;1;0;4;122;18;59;1;63;8;0;438;0;525;0;359;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1105;Sakete;BJ11;Plateau;BJ;Benin;13;Southern Nago;0;712;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;14;0;0;0;0;2;0;0;0;171;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;712;0;0;0;0;66;0;0;0;4;0;1;0;0;0;0;0;8;0;0;3;118;1;55;91;62;19;0;519;0;628;0;424;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1201;Abomey;BJ12;Zou;BJ;Benin;21;Fon;0;924;0;0;25;0;0;1;0;0;1;0;1;0;0;0;0;0;7;0;0;0;0;3;0;1;0;0;0;2;0;0;0;0;924;0;1;0;0;0;7;0;0;0;5;0;4;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;4;93;82;45;1;48;72;0;693;0;792;0;604;Yes;High;;;;;;;;;;;;;;;;;;;;;;
BJ1202;Agbangnizoun;BJ12;Zou;BJ;Benin;8;Fon;0;971;0;0;13;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;971;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;70;95;34;9;36;86;0;528;0;64;0;426;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1203;Bohicon;BJ12;Zou;BJ;Benin;24;Fon;0;884;0;0;21;0;0;1;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;3;0;0;0;2;0;5;0;0;0;0;884;0;1;0;0;0;7;0;0;0;7;0;8;0;0;1;0;0;4;0;0;0;0;16;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;6;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;7;0;6;0;5;173;3;81;63;91;4;0;666;0;773;0;574;Yes;High;;;;;;;;;;;;;;;;;;;
BJ1204;Cove;BJ12;Zou;BJ;Benin;11;Fon;0;748;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;748;0;0;0;0;3;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;4;52;73;25;5;27;23;0;604;0;719;0;496;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1205;Djidja;BJ12;Zou;BJ;Benin;18;Fon;0;837;0;8;0;26;0;0;0;0;1;0;1;0;0;0;0;0;24;0;0;0;0;5;0;0;0;0;0;0;0;0;837;0;0;0;0;2;0;0;0;3;0;4;0;1;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;4;0;3;0;2;124;95;61;7;63;88;0;41;0;493;0;333;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1206;Ouinhi;BJ12;Zou;BJ;Benin;12;Fon;0;576;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;67;0;0;0;576;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;268;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;65;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;9;0;0;2;60;67;29;38;31;29;0;44;0;555;0;335;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1207;Za-Kpota;BJ12;Zou;BJ;Benin;5;Fon;0;992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;992;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;133;17;62;58;70;59;0;426;0;536;0;334;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1208;Zagnanado;BJ12;Zou;BJ;Benin;10;Fon;0;791;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;53;0;0;0;791;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;26;0;0;1;54;45;26;65;27;8;0;524;0;639;0;414;Yes;High;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJ1209;Zogbodomey;BJ12;Zou;BJ;Benin;22;Fon;0;917;0;2;0;14;0;0;0;0;1;0;4;0;0;1;0;0;0;3;0;0;0;0;1;0;1;0;0;0;1;0;4;0;0;0;917;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;2;93;34;45;5;48;29;0;481;0;592;0;38;Yes;High;;;;;;;;;;;;;;;;;;;;;
