ADM2_CODE;ADM2_NAME;ADM1_CODE;ADM1_NAME;ADM0_CODE;ADM0_NAME;number_of_named_languages;main_language;main_language_share;Aguna;Aja;Akan;Anii;Arabic;Ayizo Gbe;Baatonum;Bambara;Biali;Boko;Boo;Borgu Fulfulde;Bozo;Contimba;Defi Gbe;Dendi;Ditammari;Dyula;Ede Cabe;Ede Idaca;Ede Ije;English;Ewe;Fon;French;Gagamba;Gando;Gen;Gorgal Fulfulde;Gourmanchéma;Gun;Hausa;Ifè;Igbo;Kabiye;Kotafon Gbe;Kotokoli;Lekpa;Lingala;Maxi Gbe;Mbelime;Mioybe;Mobaa;Mokole;Mossi;Nateni;Northern Nago;Partago;Saxwe Gbe;Senufo;Seto Gbe;Songhay;Soninke;Southern Nago;Taneka;Tem;Tofin Gbe;Toli Gbe;Waama;Waci Gbe;Weme Gbe;Western Xwla Gbe;Wolof;Xwela Gbe;Yoabu;Yom;Yoruba;Zarma;Other;pop_total;pop_male;pop_female;literacy_all;literacy_male;literacy_female;language_data_yn;data_confidence
BJ0306;Toffo;BJ03;Atlantique;BJ;Benin;14;Fon;0,582585181;0;0,051595457;0;0;0;0,317901568;0,000648999;0;0;0;0;0;0;0;0;0,000973499;0;0;0;0,001081666;0,025419145;0;0;0,582585181;0;0;0;0,002487831;0;0;0,002704164;0;0,000865333;0;0;0;0;0;0;0,003136831;0;0;0;0;0;0;0;0;0,001406165;0;0;0;0;0,001081666;0;0;0;0;0;0;0;0;0;0;0;0;0,005516495;0;0,002596001;102010;49180;52830;0,494745846;0,630267215;0,371854613;Yes;High
BJ0307;Tori-Bossito;BJ03;Atlantique;BJ;Benin;19;Toli Gbe;0,359962049;0;0,034535104;0;0;0;0,283301708;0,001897533;0;0;0;0;0;0;0;0;0;0;0;0;0,000759013;0,00056926;0;0;0,199620493;0,00056926;0;0;0,005313093;0;0;0,003605313;0,00113852;0,000759013;0;0;0,002087287;0;0;0;0,001518027;0;0;0;0;0;0;0;0;0,087476281;0;0;0;0;0,002087287;0;0;0,010626186;0,359962049;0;0;0;0;0;0,000948767;0;0;0,001328273;0;0,00189753;58250;28800;29450;0,51455055;0,60316762;0,429416737;Yes;High
BJ0308;Ze;BJ03;Atlantique;BJ;Benin;17;Ayizo Gbe;0,815746753;0;0,004971591;0;0;0;0,815746753;0,00101461;0;0;0;0;0,000811688;0;0;0,001217532;0,000811688;0;0;0;0,00101461;0,000811688;0;0;0,118405032;0;0;0;0,002536526;0;0;0,005478896;0;0;0;0;0;0;0;0;0,000608766;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002029221;0;0;0;0,000608766;0;0;0,039874188;0;0;0;0;0;0,000608766;0,000507305;0,002942369;109670;54090;55580;0,466310409;0,584318456;0,356710733;Yes;High
BJ0401;Bembereke;BJ04;Borgou;BJ;Benin;32;Baatonum;0,504105916;0;0,003435562;0;0;0;0,000586559;0,504105916;0;0,004273504;0;0;0,361069214;0;0;0;0,013574661;0,016004692;0;0;0,005111446;0;0;0,000670354;0,017512988;0,002513826;0,000586559;0,005362829;0;0,000670354;0,003267974;0,003519356;0,006954918;0;0,000670354;0,001927267;0;0,000921736;0,001927267;0;0,001843472;0,002094855;0,000921736;0;0;0;0,001424501;0;0;0;0;0;0;0;0,009720127;0;0,000586559;0;0;0,002262443;0;0;0;0;0,000754148;0;0,003686945;0,004273504;0,01474778;0,0030165906;132630;67610;65020;0,379916884;0,415743002;0,341958599;Yes;High
BJ0402;Kalale;BJ04;Borgou;BJ;Benin;17;Borgu Fulfulde;0,714042776;0;0,001177317;0;0;0;0;0,0684152;0;0;0,006148211;0,136307149;0,714042776;0;0;0;0,005951992;0,000784878;0;0;0,000981098;0;0;0;0,00150435;0;0;0,034600039;0;0;0,002747073;0;0,004970894;0;0;0,001700569;0;0,001177317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001962195;0;0;0;0;0;0;0;0;0;0;0;0;0,005167114;0,008829878;0,003531952;174000;85210;88790;0,191162496;0,214631783;0,168582971;Yes;High
BJ0403;Ndali;BJ04;Borgou;BJ;Benin;28;Baatonum;0,53654942;0;0,002947534;0;0;0;0;0,53654942;0;0,027215563;0;0;0,258695225;0;0;0,000589507;0,006582826;0,040774219;0;0;0,005796817;0;0;0;0,01650619;0,001277265;0;0,003733543;0,001473767;0;0,009825113;0,002259776;0,00432305;0,000589507;0;0,002358027;0;0;0,007958342;0;0,00088426;0,004421301;0,004519552;0;0;0;0,009137355;0;0;0;0;0;0;0;0,007467086;0;0;0;0;0,002161525;0;0;0;0;0;0,000982511;0,0217135;0,003831794;0,013460404;0,0019650218;114870;57600;57270;0,418753573;0,477904328;0,35912744;Yes;High
BJ0404;Nikki;BJ04;Borgou;BJ;Benin;27;Borgu Fulfulde;0,447554977;0;0;0;0;0;0;0,380208333;0;0,005931713;0;0,026258681;0,447554977;0;0;0;0,038773148;0,005931713;0;0;0,002531829;0;0;0,00072338;0,004918981;0,002025463;0;0,017505787;0;0,001953125;0,010561343;0;0,000940394;0;0;0,001736111;0;0,002314815;0,001157407;0;0,001302083;0,014322917;0,002893519;0;0;0;0,001591435;0;0;0;0;0;0;0;0,006799769;0;0;0;0;0,00072338;0;0;0;0;0;0,000651042;0,002170139;0,004774306;0,01063368;0,003110534;156660;78040;78620;0,317876807;0,367474048;0,268822724;Yes;High
BJ0405;Parakou;BJ04;Borgou;BJ;Benin;42;Baatonum;0,295157238;0;0,01204193;0;0,002902192;0;0,000736377;0,295157238;0;0,014207745;0,000563112;0,003725201;0,034219873;0;0;0,004288313;0,163865546;0,02642294;0;0,001299489;0,031447631;0;0;0,001559387;0,138958676;0,022177943;0;0;0,00667071;0,000736377;0,00268561;0,011825349;0,006627393;0,000779693;0,001126224;0,00502469;0,000649744;0,000996275;0,021614831;0;0,014121112;0,004288313;0;0;0,000736377;0;0,007147189;0,000693061;0,001082907;0,000952959;0;0;0;0;0,099021052;0;0,004418262;0;0;0,004244997;0;0;0,001039591;0;0,00082301;0;0,012171879;0,014337694;0,018669323;0,0039417825;254550;126110;128440;0,736502432;0,815472105;0,660261265;Yes;High
BJ0406;Perere;BJ04;Borgou;BJ;Benin;22;Baatonum;0,510171692;0;0;0;0;0;0;0,510171692;0;0,037079786;0;0,000865676;0,339489251;0;0;0;0,055114702;0,005049776;0;0;0;0;0;0;0,000577117;0;0;0,002741307;0,000865676;0;0,010532391;0;0,000577117;0;0,000577117;0,001154235;0;0;0,000577117;0;0,000577117;0,018323474;0;0;0;0;0,001875631;0;0;0;0;0;0;0;0,001587073;0;0;0;0;0,001009955;0;0;0;0;0;0;0,001731352;0,003751262;0,003606983;0,002164189;79270;39010;40260;0,290526316;0,360201511;0,224238275;Yes;High
BJ0407;Sinende;BJ04;Borgou;BJ;Benin;17;Baatonum;0,553455992;0;0;0;0;0;0;0,553455992;0;0;0;0;0,373570363;0;0;0;0,002610641;0,007334659;0;0;0,000870214;0;0;0;0,003480855;0;0;0,010566882;0;0;0,003853804;0;0,002859274;0;0;0,004351069;0;0;0,001491795;0;0;0;0;0;0;0;0,009696668;0;0;0;0;0;0;0;0,00298359;0;0;0;0;0,00198906;0;0;0;0;0;0;0,003605172;0,00397812;0,009696669;0,003605172;91170;45040;46130;0,312573099;0,32602902;0,299451343;Yes;High
BJ0408;Tchaourou;BJ04;Borgou;BJ;Benin;32;Baatonum;0,260400616;0;0,008897062;0;0,000546747;0;0;0,260400616;0;0,077687758;0;0;0,249117749;0;0,001143198;0;0,006411849;0,067746906;0;0,002783439;0,003628411;0;0;0;0,018887619;0,002286396;0,000994085;0,00198817;0;0,000646155;0,024305383;0,000795268;0,001640241;0,000745564;0;0,003280481;0;0,000596451;0,050847458;0;0,003926637;0,030518415;0,006759779;0;0;0;0,009841443;0;0;0;0;0;0;0;0,102092549;0;0,001242606;0;0;0,005815398;0;0;0;0;0;0;0,036383518;0,008300611;0,005666285;0,004075751;225830;113290;112540;0,369925338;0,43642732;0,30353188;Yes;High
BJ0501;Bante;BJ05;Collines;BJ;Benin;27;Ifè;0,575574859;0;0,011037302;0;0,00183955;0;0;0,001021972;0;0,000919775;0;0;0,032192131;0;0;0;0;0,006336229;0;0,007869188;0,061931528;0,004905468;0;0,000919775;0,032907511;0,000817578;0;0;0,00112417;0,004701073;0,001021972;0;0,000715381;0,575574859;0;0,020848237;0;0;0,00889116;0;0,00408789;0;0;0;0;0;0;0,000613183;0;0;0;0;0;0;0,203679101;0;0,002146142;0;0;0;0;0;0;0;0;0,000715381;0,002759325;0,004292284;0,002452734;0,003679097;109000;53890;55110;0,60078143;0,700422932;0,505398111;Yes;High
BJ0502;Dassa-Zoume;BJ05;Collines;BJ;Benin;27;Ede Idaca;0,386341558;0;0,008160093;0;0;0;0,000582864;0,004565766;0;0,000874296;0;0;0,039051875;0;0;0,000874296;0,001748591;0,001845735;0;0,00145716;0,386341558;0,005245774;0;0;0,336118127;0,001651447;0;0;0,002525743;0;0;0,003011463;0,006314359;0,002622887;0,00097144;0,000582864;0;0;0;0;0,158344667;0,000582864;0,00660579;0;0;0;0;0;0;0;0;0;0;0;0,011074412;0;0,000582864;0;0,000777152;0;0;0;0;0;0;0;0;0,009034389;0,004274335;0,004177192;113630;55460;58170;0,553666078;0,639154161;0,472949764;Yes;High
BJ0503;Glazoue;BJ05;Collines;BJ;Benin;30;Ede Idaca;0,440594059;0;0,018541854;0;0;0;0;0,001080108;0;0,001530153;0;0;0,038613861;0;0;0;0,006930693;0,007740774;0;0,001440144;0,440594059;0,000720072;0;0;0,115571557;0,001620162;0,000810081;0;0,001170117;0;0;0,000810081;0,001440144;0,003240324;0,001170117;0,003780378;0,000540054;0;0,000810081;0;0,310081008;0;0,002070207;0;0;0;0;0;0,001170117;0;0;0;0;0;0,023942394;0;0,001710171;0;0,000540054;0,000810081;0;0;0;0;0;0;0,002790279;0,002970297;0,002790279;0,002970297;122170;60140;62030;0,593294165;0,684604197;0,506424195;Yes;High
BJ0504;Ouesse;BJ05;Collines;BJ;Benin;24;Maxi Gbe;0,390661298;0;0,007433793;0;0;0;0;0,006504569;0;0,050255537;0;0;0,079371225;0;0;0;0,003252284;0,020675236;0;0,106860771;0,006504569;0,000542047;0;0;0,089282949;0,000619483;0;0;0;0;0,002090754;0,001084095;0,009756853;0;0,000774353;0,001006659;0;0;0,009524547;0;0,390661298;0;0,001703578;0;0;0;0,000774353;0;0;0;0;0;0;0;0,159516803;0;0;0;0;0,005885086;0;0;0;0;0;0;0,036704352;0,00565278;0;0,0035620278;141590;70810;70780;0,480102131;0,566477071;0,395324494;Yes;High
BJ0505;Savalou;BJ05;Collines;BJ;Benin;26;Maxi Gbe;0,397271887;0,000924784;0,013486436;0;0;0;0;0,003005549;0;0,00215783;0;0;0,051171393;0;0;0;0,001541307;0,008708385;0;0;0,012253391;0;0;0,001695438;0,084771887;0,001464242;0;0;0,003930333;0,000847719;0;0,001310111;0,002234895;0,33554254;0;0,009170777;0,000770654;0,000847719;0,010249692;0;0,397271887;0;0;0;0;0;0;0;0;0;0;0;0;0;0,034217016;0;0,006396424;0;0;0;0;0;0;0;0;0;0,001464242;0,001849568;0,008477188;0,004238594;144220;70920;73300;0,528074985;0,639541234;0,422799175;Yes;High
BJ0506;Save;BJ05;Collines;BJ;Benin;32;Ede Cabe;0,337340251;0;0,014171833;0;0;0;0;0,004681766;0;0,001518411;0;0;0,070479565;0;0;0,001012274;0,002024548;0,032392762;0;0,337340251;0,119068708;0,00240415;0;0;0,259648235;0;0;0,000632671;0,001771479;0;0,001771479;0,00240415;0,007212451;0,008857396;0,000759205;0,001012274;0;0;0,006959383;0;0,035809186;0,00088574;0,001391877;0;0;0;0;0;0;0,00088574;0;0;0;0,000506137;0,047703404;0,001012274;0,002151082;0;0;0,002783753;0;0;0;0;0;0;0,019865874;0,003669493;0,003416424;0,003796025;86970;43780;43190;0,565378583;0,637911464;0,492118085;Yes;High
BJ0601;Aplahoue;BJ06;Couffo;BJ;Benin;18;Aja;0,939656286;0,000710686;0,939656286;0;0;0;0,004134901;0,000646078;0;0;0;0;0,001162941;0;0;0,000646078;0;0;0;0;0;0;0;0;0,035792738;0,001356764;0;0;0,004393332;0;0;0,000775294;0,000516863;0;0;0,000646078;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001615196;0;0;0;0;0,001098333;0;0;0;0,001292157;0;0,000839902;0;0;0;0;0;0;0,000646078;0,00058147;0,0034888226;170990;79120;91870;0,492107018;0,61854153;0,387284804;Yes;High
BJ0602;Djakotome;BJ06;Couffo;BJ;Benin;6;Aja;0,988605578;0;0,988605578;0;0;0;0,001593625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004143426;0;0;0;0,001832669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000796813;0;0;0;0;0;0;0;0;0;0;0,001513944;0;0;0;0;0;0;0;0;0,0015139458;136900;63660;73240;0,528546634;0,668892937;0,413086913;Yes;High
BJ0603;Dogbo;BJ06;Couffo;BJ;Benin;16;Aja;0,937801609;0;0,937801609;0;0;0;0,000643432;0;0;0;0;0;0,004075067;0;0;0;0;0;0;0;0;0;0;0;0,008793566;0,000643432;0;0;0,005147453;0,001179625;0;0,001179625;0,001823056;0;0;0;0,008150134;0;0;0;0,000643432;0;0;0;0;0;0;0;0;0,024128686;0;0;0;0;0;0;0;0;0;0;0,000857909;0,000536193;0;0;0;0;0;0,001179625;0,001179625;0,002037533;102110;49010;53100;0,636484205;0,774529741;0,511926606;Yes;High
BJ0604;Klouekanme;BJ06;Couffo;BJ;Benin;15;Aja;0,83650712;0;0,83650712;0;0;0;0,002744896;0;0;0;0;0;0,00171556;0;0;0;0;0;0;0;0;0;0;0;0,141104821;0,000943558;0;0;0,002916452;0;0;0,002659118;0,000943558;0;0;0;0,001200892;0;0;0;0,001200892;0;0;0;0;0;0;0;0;0,000943558;0;0;0;0;0;0;0;0,001887116;0;0;0,000686224;0;0;0;0,00085778;0;0;0,001115114;0;0,00257334;128770;59130;69640;0,492261905;0,630352785;0,380584963;Yes;High
BJ0605;Lalo;BJ06;Couffo;BJ;Benin;9;Aja;0,666636666;0;0,666636666;0;0;0;0,000900009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,29196292;0;0;0;0,000630006;0;0;0,001080011;0;0;0;0;0,017460175;0;0;0;0;0;0;0;0;0;0;0;0;0,001890019;0;0;0;0;0;0;0;0;0;0;0,016740167;0;0;0;0;0;0;0,001530015;0;0,0011700123;121410;56580;64830;0,445691716;0,57534557;0,335829493;Yes;High
BJ0606;Toviklin;BJ06;Couffo;BJ;Benin;4;Aja;0,990375;0;0,990375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003875;0;0;0;0,001625;0;0;0;0;0;0;0;0;0;0;0;0,0005;0;0;0;0;0;0;0;0;0,001375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00225;87350;40490;46860;0,519131925;0,650798622;0,408816584;Yes;High
BJ0701;Bassila;BJ07;Donga;BJ;Benin;27;Borgu Fulfulde;0,231168382;0;0,008129378;0;0,179884113;0;0;0,005275448;0;0,003718758;0;0;0,231168382;0;0;0,005621379;0,004151172;0,02992303;0;0;0,001297241;0;0;0,000605379;0,005794344;0,003805241;0;0;0,001124276;0,007264551;0,002680965;0;0,002335034;0;0;0,027328548;0;0,002508;0,096428263;0;0;0,001729655;0;0;0;0;0;0;0,032085099;0;0;0;0;0;0,217850039;0;0,103087434;0;0;0;0,000864827;0;0;0;0;0;0,020496411;0,001210758;0,00095131;0,0026809624;131590;65130;66460;0,445153802;0,527744982;0,365296804;Yes;High
BJ0702;Djougou;BJ07;Donga;BJ;Benin;31;Yom;0,33546798;0;0,001642036;0;0,002011494;0;0;0,024384236;0;0;0;0;0,129926108;0;0;0,001765189;0,229310345;0,058949097;0;0;0,001313629;0;0;0,000944171;0,010180624;0,00270936;0;0;0,001108374;0,001067323;0,001026273;0,001108374;0,001067323;0;0;0,004310345;0;0,001026273;0,154187192;0;0,000656814;0;0,002463054;0;0;0;0,001190476;0;0,003571429;0;0;0;0;0;0,005295567;0,004351396;0,007101806;0;0;0,001395731;0;0;0;0;0;0,000697865;0,33546798;0,003448276;0,003119868;0,0032019711;270360;133820;136540;0,416869842;0,492130115;0,344121715;Yes;High
BJ0703;Contonou;BJ07;Littoral;BJ;Benin;43;Fon;0,428465923;0;0,022252549;0;0,00386931;0,001348639;0,012073533;0,005041342;0,000577988;0,000594044;0;0;0,00386931;0;0;0,00067432;0,018030023;0;0,000594044;0;0,004559685;0;0,007417516;0,001525247;0,428465923;0,056273581;0;0;0,068523722;0,001942683;0;0,154194429;0,011736374;0,000594044;0,007610179;0,005715662;0,003933531;0,002889941;0,001830296;0,000594044;0,006887694;0;0;0;0;0;0;0;0;0,005763828;0,000834872;0,00067432;0;0,000626154;0,025046159;0;0,004945011;0,013534559;0,002617002;0;0,002167456;0,002905997;0,031789355;0;0,007786787;0;0,001268363;0,045323914;0,013823553;0,0072730191;683970;328190;355780;0,793909311;0,874799776;0,720956796;Yes;High
BJ0704;Ouake;BJ07;Donga;BJ;Benin;21;Lekpa;0,544667742;0;0,001613613;0;0;0;0;0,00073346;0;0,001613613;0;0;0,133049728;0;0;0,214903917;0;0;0;0;0,002347073;0;0;0;0,006601144;0,002347073;0;0;0,001026845;0,000880153;0;0,000880153;0;0;0;0,066598211;0;0;0,544667742;0;0,001026845;0;0,001613613;0;0;0;0;0;0,006894528;0;0;0;0;0;0;0;0,004107379;0;0;0,003080534;0;0;0;0;0;0;0,001760305;0,001026845;0,00073346;0,002493764;74440;37120;37320;0,51878708;0,593277311;0,4471387;Yes;High
BJ0800;Copargo;BJ08;Donga;BJ;Benin;20;Yom;0,651659496;0;0,001382913;0;0;0;0;0,002304856;0;0;0;0;0,079440688;0;0;0;0,041026429;0,011831592;0;0;0;0;0;0;0,001075599;0,003687769;0;0;0;0,021511985;0;0;0,010448679;0;0,000614628;0,006607253;0;0;0,071143208;0;0;0;0,085433313;0;0;0;0,000768285;0;0;0;0;0;0;0;0,000614628;0,004917025;0;0;0,000614628;0,001075599;0;0;0;0;0;0;0,651659496;0;0,000614628;0,003226797;71400;35220;36180;0,255619446;0,314834578;0,198770492;Yes;High
BJ0901;Athieme;BJ09;Mono;BJ;Benin;12;Kotafon Gbe;0,572966737;0;0,213612767;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000576812;0;0;0;0;0;0;0,000576812;0,020188425;0,000576812;0;0;0,042684099;0,000769083;0;0,00269179;0;0;0;0;0,572966737;0;0;0;0;0;0;0;0;0;0;0;0;0,031147856;0;0;0;0;0;0;0;0;0;0;0,111901557;0,000769083;0;0;0;0;0;0;0;0,001538167;56980;27580;29400;0,669954965;0,789261745;0,560131796;Yes;High
BJ0902;Bopa;BJ09;Mono;BJ;Benin;13;Saxwe Gbe;0,852487891;0;0,005063849;0;0;0;0,056913254;0;0;0;0,000660502;0;0;0;0;0;0;0;0;0;0;0;0;0,000550418;0,008696609;0;0;0;0,009136944;0;0;0,003082343;0;0;0;0;0,042051959;0;0;0;0;0;0;0;0;0;0;0;0;0,852487891;0;0;0;0;0,000880669;0;0;0;0;0;0,001871422;0;0,001321004;0;0,015301629;0;0;0;0;0,001981508;98900;48530;50370;0,503185509;0,619181586;0,392429792;Yes;High
BJ0903;Come;BJ09;Mono;BJ;Benin;20;Waci Gbe;0,301416508;0;0,031735222;0;0;0;0,000817216;0,000953419;0;0;0;0;0,001089621;0;0;0;0;0;0;0;0;0;0;0,000544811;0,051348406;0,004358485;0;0;0,102424408;0,000681013;0;0,01988559;0,00204304;0;0,000817216;0;0,023835467;0;0;0;0,001089621;0;0;0;0;0;0;0;0;0,164941433;0;0;0;0;0,001770635;0;0;0;0;0;0,301416508;0;0,009397984;0;0,277444838;0;0;0;0,001634432;0,001770636;80660;38480;42180;0,698561696;0,834882975;0,576592083;Yes;High
BJ0904;Grand-Popo;BJ09;Mono;BJ;Benin;26;Gen;0,315071055;0;0,014584892;0,002243829;0;0;0,01065819;0,001308901;0;0;0;0;0,01551982;0;0;0;0,002243829;0;0;0;0;0;0;0,014584891;0,021129394;0,008975318;0;0;0,315071055;0,000934929;0;0,005235602;0,00579656;0;0;0,002804787;0,133694839;0;0;0;0,000934929;0;0;0;0;0,001121915;0;0;0;0,015332835;0;0;0;0;0,002617801;0;0;0,000560957;0;0;0,178197457;0,001682872;0,209424084;0;0,028234854;0;0;0,000560957;0,005235602;0,001308902;58910;29560;29350;0,658328122;0,786042624;0,531198003;Yes;High
BJ0905;Houeyogbe;BJ09;Mono;BJ;Benin;14;Saxwe Gbe;0,915843162;0;0,016788864;0;0;0;0;0;0;0;0,001062586;0;0,00074381;0;0;0;0,000531293;0;0;0;0;0;0;0;0,012007226;0,000637552;0;0;0,012113484;0;0;0,000531293;0,00074381;0;0;0;0,030496228;0;0;0;0;0;0;0;0;0;0;0;0;0,915843162;0;0;0;0;0;0;0;0;0;0;0,002550207;0;0;0;0,00233769;0;0;0;0,000637552;0,002975245;102780;49780;53000;0,616569178;0,728239367;0,512347104;Yes;High
BJ0906;Lokossa;BJ09;Mono;BJ;Benin;26;Kotafon Gbe;0,546999899;0;0,203480724;0;0;0;0,002428412;0;0;0;0;0;0,000910655;0;0;0;0,00131539;0,000809471;0;0;0,001416574;0;0;0,000505919;0,087321663;0,004958009;0;0;0,064757665;0;0;0,011737327;0,002731964;0,000505919;0;0;0,546999899;0;0;0;0,000607103;0;0;0;0;0;0;0;0;0,04755641;0;0;0;0;0,001011839;0;0,000809471;0,002023677;0,001113022;0;0,002428412;0,000708287;0,002226045;0;0,005969847;0;0;0,00263078;0,000809471;0,002226048;108390;52600;55790;0,692490656;0,809568261;0,582086268;Yes;High
BJ1001;Adjarra;BJ10;Oueme;BJ;Benin;14;Gun;0,539993173;0;0,004778701;0;0;0;0,0031858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,040050063;0,005688929;0;0;0,006257822;0;0;0,539993173;0;0;0;0;0;0;0;0;0,001024007;0;0;0;0;0;0;0;0;0;0;0,068267152;0;0;0,013425873;0;0;0,001365343;0,225167823;0;0;0,006371601;0;0;0,000568893;0;0;0,079076118;0;0,004778704;97650;47490;50160;0,644805943;0,761121596;0,539531479;Yes;High
BJ1002;Abjohoun;BJ10;Oueme;BJ;Benin;14;Weme Gbe;0,947534857;0;0,000718701;0;0;0;0,00057496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,013511571;0,003449763;0;0;0,001437401;0;0;0,021704758;0,00057496;0;0;0;0;0;0;0;0,00057496;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002587322;0;0;0,000862441;0,000862441;0;0;0,947534857;0,001006181;0;0;0;0;0,002731062;0;0,00186862;76870;36700;40170;0,533398661;0,653779772;0,425294482;Yes;High
BJ1003;Aguegues;BJ10;Oueme;BJ;Benin;6;Gun;0,820947631;0;0;0;0;0;0,000997506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005735661;0;0;0;0,00074813;0;0;0,820947631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001246883;0;0;0;0;0;0;0,16882793;0;0;0;0;0;0;0;0,00149626;44160;21790;22370;0,424199085;0,52403011;0,32673827;Yes;High
BJ1004;Akpro-Misserete;BJ10;Oueme;BJ;Benin;18;Toli Gbe;0,455248023;0;0,002336449;0;0;0;0,003504673;0;0;0;0;0;0;0;0;0;0,00053918;0;0;0,000988497;0;0;0,00053918;0;0,03612509;0,0036844;0;0;0,006290439;0;0;0,425413372;0;0;0;0;0,000718907;0;0;0;0,002606039;0;0;0;0;0;0;0;0;0,00053918;0;0,002875629;0;0;0,00817757;0;0;0;0,455248023;0;0;0,035046729;0,001258088;0;0;0;0;0,009974838;0;0,0041337184;125360;61100;64260;0,582552271;0,6958012;0,477682999;Yes;High
BJ1005;Avrankou;BJ10;Oueme;BJ;Benin;13;Toli Gbe;0,550400418;0;0,001915042;0;0;0;0,001479805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,018628134;0,001218663;0;0;0,003394847;0;0;0,377263231;0;0;0;0;0;0;0;0;0,001479805;0;0;0;0;0;0;0;0;0;0;0,002263231;0;0;0,006354457;0;0;0;0,550400418;0;0;0,009227019;0,000522284;0;0;0;0;0,022632312;0;0,0032207532;128860;61980;66880;0,554777635;0,681355228;0,440525328;Yes;High
BJ1006;Bonou;BJ10;Oueme;BJ;Benin;15;Weme Gbe;0,899068714;0;0,001761893;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001510194;0;0;0;0;0,020135917;0;0;0,037754845;0,002768689;0;0;0,000503398;0;0;0,019380821;0;0;0;0;0;0;0;0;0,001761893;0;0;0;0;0;0;0;0;0;0;0,000503398;0;0;0,007047571;0;0;0,000503398;0,000755097;0;0;0,899068714;0,000503398;0;0;0;0;0,004530581;0;0,001510194;44050;21630;22420;0,554432573;0,6875;0,43135075;Yes;High
BJ1007;Dangbo;BJ10;Oueme;BJ;Benin;9;Weme Gbe;0,763179238;0;0,000926891;0;0;0;0,023172286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01459854;0;0;0;0,00081103;0;0;0,115513845;0;0;0;0;0;0;0;0;0,001042753;0;0;0;0;0;0;0;0;0;0;0,070907195;0;0;0;0;0;0;0,006256517;0;0;0,763179238;0;0;0;0;0;0;0;0,0035917;95620;47230;48390;0,465567282;0,57030615;0,366160967;Yes;High
BJ1008;Port-Novo;BJ10;Oueme;BJ;Benin;30;Gun;0,508420966;0;0,008585278;0;0,000698324;0;0,001766349;0,003861321;0;0;0;0;0;0;0;0,000698324;0,002218206;0;0;0,000657246;0,002094972;0;0,001807427;0;0,085565232;0,031547815;0;0;0,014459415;0;0;0,508420966;0,000616168;0;0,001150181;0,001437726;0,001026947;0,001232337;0,000616168;0;0,0042721;0;0;0;0;0;0;0;0;0,000698324;0;0,016513309;0;0;0,018279658;0;0;0,002177128;0,041899441;0;0;0,0217302;0,001068025;0;0,001478804;0;0;0,214467631;0,001848505;0,0071064749;268030;128390;139640;0,773660491;0,862750772;0,694025347;Yes;High
BJ1009;Seme-Kpodji;BJ10;Oueme;BJ;Benin;36;Gun;0,385519864;0;0,011708196;0;0,001551086;0;0,003602522;0,001050736;0;0;0;0;0,003102171;0;0;0,04082858;0,008355849;0;0;0;0,001751226;0;0,006504553;0,003202242;0,110627439;0,019163414;0;0;0,017962574;0,001150806;0,000550385;0,385519864;0,007705394;0;0,001601121;0,003452416;0,00090063;0,003652557;0,001300911;0;0,001551086;0;0;0;0;0;0;0;0;0,002551786;0,00090063;0,00060042;0,00050035;0;0,033623536;0;0,003952767;0,006854798;0,030321225;0;0;0,02987091;0,195486841;0;0,001100771;0;0;0,044681277;0,008405884;0,004353045;222770;110300;112470;0,723189631;0,823360515;0,62668732;Yes;High
BJ1101;Adja-Ouere;BJ11;Plateau;BJ;Benin;13;Southern Nago;0,368605532;0;0,009094354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,348901099;0;0;0,126468359;0;0;0;0,001042061;0;0;0,079575597;0;0;0;0;0,001610459;0;0;0;0,019136036;0;0;0;0;0;0;0;0;0,001042061;0;0,000568397;0;0;0,368605532;0;0;0;0,003505116;0;0;0,027377795;0;0;0;0;0;0,009378552;0;0,0036945844;117310;56590;60720;0,400691219;0,491023339;0,31688528;Yes;High
