admin0_name;admin0_pcode;number_of_named_languages;main_language;main_language_share;Aguna;Aja;Akan;Anii;Arabic;Ayizo Gbe;Baatonum;Bambara;Biali;Boko;Boo;Borgu Fulfulde;Bozo;Contimba;Defi Gbe;Dendi;Ditammari;Dyula;Ede Cabe;Ede Idaca;Ede Ije;English;Ewe;Fon;French;Gagamba;Gando;Gen;Gorgal Fulfulde;Gourmanchéma;Gun;Hausa;Ifè;Igbo;Kabiye;Kotafon Gbe;Kotokoli;Lekpa;Lingala;Maxi Gbe;Mbelime;Mioybe;Mobaa;Mokole;Mossi;Nateni;Northern Nago;Partago;Saxwe Gbe;Senufo;Seto Gbe;Songhay;Soninke;Southern Nago;Taneka;Tem;Tofin Gbe;Toli Gbe;Waama;Waci Gbe;Weme Gbe;Western Xwla Gbe;Wolof;Xwela Gbe;Yoabu;Yom;Yoruba;Zarma;Other;pop_total;pop_male;pop_female;literacy_all;literacy_male;literacy_female;language_data_yn;data_confidence
Benin;BJ;53;Fon;0,202411943749598;0,00101246988323282;0,0807918721762357;0;0,00285590827670688;0,0000913573350345105;0,0355718982920947;0,0870267059431114;0,0000391531339090199;0,0193731391367485;0,00023721787252759;0,00795679929707545;0,0837747252296322;0;0,000628760457916416;0,00282635008041652;0,0327271732940716;0,0194876770051253;0,00004024077364902;0,00475422080612424;0,0146155996194715;0,0121406731975145;0,000793976846462241;0,00052724441177863;0,202411943749598;0,00863969495209534;0,00139995993964997;0,00149514006965583;0,0145286346131032;0,000977884086398539;0,00567605588649223;0,06334779599505;0,0052095219821619;0,0111071284918644;0,000706252163123841;0,00354815815073394;0,0125658794431486;0,000661478782199144;0,0127253974330376;0,00004024077364902;0,0247010866561678;0,00144265709089694;0,00132430454061086;0;0,00328979818568614;0;0,0043957108912828;0;0,000556323690959529;0,0242241008240762;0,0000565545568643142;0,00194039413598688;0,00224220317025472;0,0000424159176482357;0,0517883018123172;0,000152025067199634;0,00256470291519501;0,0113046601542162;0,0234736902186427;0,00914002129949004;0,00486249701849176;0,0222608766095021;0,00871001847577927;0;0,00602965895414646;0;0,0168635594815771;0,0152316345206266;0,00537410525988989;0,00571436945402276;10096930;4930780;5166150;0,524698837;0,612303398;0,442726026;Yes;High
